Brand,Model,Series,RAM,Storage,Cashify Price (INR),Cashify + 3% Price (INR),Cashify Link
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","8 GB","1024 GB",101000,104030,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-8-gb-1024-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","12 GB","128 GB",86900,89507,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-12-gb-128-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","12 GB","256 GB",92900,95687,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-12-gb-256-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","12 GB","512 GB",98400,101352,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-12-gb-512-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","12 GB","1024 GB",103400,106502,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-12-gb-1024-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","16 GB","128 GB",89300,91979,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-16-gb-128-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","16 GB","256 GB",95300,98159,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-16-gb-256-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","16 GB","512 GB",100800,103824,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-16-gb-512-gb"
"Samsung","Galaxy Z Flip 8","Z Fold & Z Flip","16 GB","1024 GB",105800,108974,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-8-16-gb-1024-gb"
"Samsung","Galaxy M47","M Series","2 GB","32 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-2-gb-32-gb"
"Samsung","Galaxy M47","M Series","2 GB","64 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-2-gb-64-gb"
"Samsung","Galaxy M47","M Series","2 GB","128 GB",5500,5665,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-2-gb-128-gb"
"Samsung","Galaxy M47","M Series","2 GB","256 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-2-gb-256-gb"
"Samsung","Galaxy M47","M Series","4 GB","32 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-4-gb-32-gb"
"Samsung","Galaxy M47","M Series","4 GB","64 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-4-gb-64-gb"
"Samsung","Galaxy M47","M Series","4 GB","128 GB",6700,6901,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-4-gb-128-gb"
"Samsung","Galaxy M47","M Series","4 GB","256 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-4-gb-256-gb"
"Samsung","Galaxy M47","M Series","6 GB","32 GB",13900,14317,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-6-gb-32-gb"
"Samsung","Galaxy M47","M Series","6 GB","64 GB",13900,14317,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-6-gb-64-gb"
"Samsung","Galaxy M47","M Series","6 GB","128 GB",7900,8137,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-6-gb-128-gb"
"Samsung","Galaxy M47","M Series","6 GB","256 GB",13900,14317,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-6-gb-256-gb"
"Samsung","Galaxy M47","M Series","8 GB","32 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-8-gb-32-gb"
"Samsung","Galaxy M47","M Series","8 GB","64 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-8-gb-64-gb"
"Samsung","Galaxy M47","M Series","8 GB","128 GB",9100,9373,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-8-gb-128-gb"
"Samsung","Galaxy M47","M Series","8 GB","256 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-m47-8-gb-256-gb"
"Samsung","Galaxy F47","F Series","2 GB","32 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-2-gb-32-gb"
"Samsung","Galaxy F47","F Series","2 GB","64 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-2-gb-64-gb"
"Samsung","Galaxy F47","F Series","2 GB","128 GB",5500,5665,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-2-gb-128-gb"
"Samsung","Galaxy F47","F Series","2 GB","256 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-2-gb-256-gb"
"Samsung","Galaxy F47","F Series","4 GB","32 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-4-gb-32-gb"
"Samsung","Galaxy F47","F Series","4 GB","64 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-4-gb-64-gb"
"Samsung","Galaxy F47","F Series","4 GB","128 GB",6700,6901,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-4-gb-128-gb"
"Samsung","Galaxy F47","F Series","4 GB","256 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-4-gb-256-gb"
"Samsung","Galaxy F47","F Series","6 GB","32 GB",13900,14317,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-6-gb-32-gb"
"Samsung","Galaxy F47","F Series","6 GB","64 GB",13900,14317,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-6-gb-64-gb"
"Samsung","Galaxy F47","F Series","6 GB","128 GB",7900,8137,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-6-gb-128-gb"
"Samsung","Galaxy F47","F Series","6 GB","256 GB",13900,14317,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-6-gb-256-gb"
"Samsung","Galaxy F47","F Series","8 GB","32 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-8-gb-32-gb"
"Samsung","Galaxy F47","F Series","8 GB","64 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-8-gb-64-gb"
"Samsung","Galaxy F47","F Series","8 GB","128 GB",9100,9373,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-8-gb-128-gb"
"Samsung","Galaxy F47","F Series","8 GB","256 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-f47-8-gb-256-gb"
"vivo","vivo X300 Ultra","X Series & Folds","8 GB","256 GB",78000,80340,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-8-gb-256-gb"
"vivo","vivo X300 Ultra","X Series & Folds","8 GB","512 GB",83500,86005,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-8-gb-512-gb"
"vivo","vivo X300 Ultra","X Series & Folds","8 GB","1024 GB",88500,91155,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-8-gb-1024-gb"
"vivo","vivo X300 Ultra","X Series & Folds","12 GB","256 GB",80400,82812,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-12-gb-256-gb"
"vivo","vivo X300 Ultra","X Series & Folds","12 GB","512 GB",85900,88477,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-12-gb-512-gb"
"vivo","vivo X300 Ultra","X Series & Folds","12 GB","1024 GB",90900,93627,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-12-gb-1024-gb"
"vivo","vivo X300 Ultra","X Series & Folds","16 GB","256 GB",82800,85284,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-16-gb-256-gb"
"vivo","vivo X300 Ultra","X Series & Folds","16 GB","512 GB",88300,90949,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-16-gb-512-gb"
"vivo","vivo X300 Ultra","X Series & Folds","16 GB","1024 GB",93300,96099,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-ultra-16-gb-1024-gb"
"vivo","vivo X300 Pro","X Series & Folds","8 GB","128 GB",68000,70040,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-8-gb-128-gb"
"vivo","vivo X300 Pro","X Series & Folds","8 GB","256 GB",74000,76220,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-8-gb-256-gb"
"vivo","vivo X300 Pro","X Series & Folds","8 GB","512 GB",79000,81370,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-8-gb-512-gb"
"vivo","vivo X300 Pro","X Series & Folds","8 GB","1024 GB",84000,86520,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-8-gb-1024-gb"
"vivo","vivo X300 Pro","X Series & Folds","12 GB","128 GB",70400,72512,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-12-gb-128-gb"
"vivo","vivo X300 Pro","X Series & Folds","12 GB","256 GB",76400,78692,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-12-gb-256-gb"
"vivo","vivo X300 Pro","X Series & Folds","12 GB","512 GB",81400,83842,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-12-gb-512-gb"
"vivo","vivo X300 Pro","X Series & Folds","12 GB","1024 GB",86400,88992,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-12-gb-1024-gb"
"vivo","vivo X300 Pro","X Series & Folds","16 GB","128 GB",72800,74984,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-16-gb-128-gb"
"vivo","vivo X300 Pro","X Series & Folds","16 GB","256 GB",78800,81164,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-16-gb-256-gb"
"vivo","vivo X300 Pro","X Series & Folds","16 GB","512 GB",83800,86314,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-16-gb-512-gb"
"vivo","vivo X300 Pro","X Series & Folds","16 GB","1024 GB",88800,91464,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-pro-16-gb-1024-gb"
"vivo","vivo X300","X Series & Folds","8 GB","128 GB",64000,65920,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-8-gb-128-gb"
"vivo","vivo X300","X Series & Folds","8 GB","256 GB",70000,72100,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-8-gb-256-gb"
"vivo","vivo X300","X Series & Folds","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-8-gb-512-gb"
"vivo","vivo X300","X Series & Folds","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-8-gb-1024-gb"
"vivo","vivo X300","X Series & Folds","12 GB","128 GB",66400,68392,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-12-gb-128-gb"
"vivo","vivo X300","X Series & Folds","12 GB","256 GB",72400,74572,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-12-gb-256-gb"
"vivo","vivo X300","X Series & Folds","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-12-gb-512-gb"
"vivo","vivo X300","X Series & Folds","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-12-gb-1024-gb"
"vivo","vivo X300","X Series & Folds","16 GB","128 GB",68800,70864,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-16-gb-128-gb"
"vivo","vivo X300","X Series & Folds","16 GB","256 GB",74800,77044,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-16-gb-256-gb"
"vivo","vivo X300","X Series & Folds","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-16-gb-512-gb"
"vivo","vivo X300","X Series & Folds","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-16-gb-1024-gb"
"vivo","vivo X300 FE","X Series & Folds","8 GB","128 GB",64000,65920,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-8-gb-128-gb"
"vivo","vivo X300 FE","X Series & Folds","8 GB","256 GB",70000,72100,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-8-gb-256-gb"
"vivo","vivo X300 FE","X Series & Folds","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-8-gb-512-gb"
"vivo","vivo X300 FE","X Series & Folds","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-8-gb-1024-gb"
"vivo","vivo X300 FE","X Series & Folds","12 GB","128 GB",66400,68392,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-12-gb-128-gb"
"vivo","vivo X300 FE","X Series & Folds","12 GB","256 GB",72400,74572,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-12-gb-256-gb"
"vivo","vivo X300 FE","X Series & Folds","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-12-gb-512-gb"
"vivo","vivo X300 FE","X Series & Folds","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-12-gb-1024-gb"
"vivo","vivo X300 FE","X Series & Folds","16 GB","128 GB",68800,70864,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-16-gb-128-gb"
"vivo","vivo X300 FE","X Series & Folds","16 GB","256 GB",74800,77044,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-16-gb-256-gb"
"vivo","vivo X300 FE","X Series & Folds","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-16-gb-512-gb"
"vivo","vivo X300 FE","X Series & Folds","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x300-fe-16-gb-1024-gb"
"vivo","vivo X5 Fold","X Series & Folds","8 GB","256 GB",78000,80340,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-8-gb-256-gb"
"vivo","vivo X5 Fold","X Series & Folds","8 GB","512 GB",83500,86005,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-8-gb-512-gb"
"vivo","vivo X5 Fold","X Series & Folds","8 GB","1024 GB",88500,91155,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-8-gb-1024-gb"
"vivo","vivo X5 Fold","X Series & Folds","12 GB","256 GB",80400,82812,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-12-gb-256-gb"
"vivo","vivo X5 Fold","X Series & Folds","12 GB","512 GB",85900,88477,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-12-gb-512-gb"
"vivo","vivo X5 Fold","X Series & Folds","12 GB","1024 GB",90900,93627,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-12-gb-1024-gb"
"vivo","vivo X5 Fold","X Series & Folds","16 GB","256 GB",82800,85284,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-16-gb-256-gb"
"vivo","vivo X5 Fold","X Series & Folds","16 GB","512 GB",88300,90949,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-16-gb-512-gb"
"vivo","vivo X5 Fold","X Series & Folds","16 GB","1024 GB",93300,96099,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x5-fold-16-gb-1024-gb"
"vivo","vivo V70","V Series","6 GB","128 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-6-gb-128-gb"
"vivo","vivo V70","V Series","6 GB","256 GB",17500,18025,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-6-gb-256-gb"
"vivo","vivo V70","V Series","6 GB","512 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-6-gb-512-gb"
"vivo","vivo V70","V Series","8 GB","128 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-8-gb-128-gb"
"vivo","vivo V70","V Series","8 GB","256 GB",18700,19261,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-8-gb-256-gb"
"vivo","vivo V70","V Series","8 GB","512 GB",24200,24926,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-8-gb-512-gb"
"vivo","vivo V70","V Series","12 GB","128 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-12-gb-128-gb"
"vivo","vivo V70","V Series","12 GB","256 GB",21100,21733,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-12-gb-256-gb"
"vivo","vivo V70","V Series","12 GB","512 GB",26600,27398,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-12-gb-512-gb"
"vivo","vivo V70 Elite","V Series","8 GB","128 GB",29000,29870,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-8-gb-128-gb"
"vivo","vivo V70 Elite","V Series","8 GB","256 GB",35000,36050,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-8-gb-256-gb"
"vivo","vivo V70 Elite","V Series","8 GB","512 GB",40500,41715,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-8-gb-512-gb"
"vivo","vivo V70 Elite","V Series","8 GB","1024 GB",45500,46865,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-8-gb-1024-gb"
"vivo","vivo V70 Elite","V Series","12 GB","128 GB",31400,32342,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-12-gb-128-gb"
"vivo","vivo V70 Elite","V Series","12 GB","256 GB",37400,38522,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-12-gb-256-gb"
"vivo","vivo V70 Elite","V Series","12 GB","512 GB",42900,44187,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-12-gb-512-gb"
"vivo","vivo V70 Elite","V Series","12 GB","1024 GB",47900,49337,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-elite-12-gb-1024-gb"
"vivo","vivo V70 FE","V Series","6 GB","128 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-6-gb-128-gb"
"vivo","vivo V70 FE","V Series","6 GB","256 GB",17500,18025,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-6-gb-256-gb"
"vivo","vivo V70 FE","V Series","6 GB","512 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-6-gb-512-gb"
"vivo","vivo V70 FE","V Series","8 GB","128 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-8-gb-128-gb"
"vivo","vivo V70 FE","V Series","8 GB","256 GB",18700,19261,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-8-gb-256-gb"
"vivo","vivo V70 FE","V Series","8 GB","512 GB",24200,24926,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-8-gb-512-gb"
"vivo","vivo V70 FE","V Series","12 GB","128 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-12-gb-128-gb"
"vivo","vivo V70 FE","V Series","12 GB","256 GB",21100,21733,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-12-gb-256-gb"
"vivo","vivo V70 FE","V Series","12 GB","512 GB",26600,27398,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v70-fe-12-gb-512-gb"
"vivo","vivo V60","V Series","6 GB","128 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-6-gb-128-gb"
"vivo","vivo V60","V Series","6 GB","256 GB",17500,18025,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-6-gb-256-gb"
"vivo","vivo V60","V Series","6 GB","512 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-6-gb-512-gb"
"vivo","vivo V60","V Series","8 GB","128 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-8-gb-128-gb"
"vivo","vivo V60","V Series","8 GB","256 GB",18700,19261,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-8-gb-256-gb"
"vivo","vivo V60","V Series","8 GB","512 GB",24200,24926,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-8-gb-512-gb"
"vivo","vivo V60","V Series","12 GB","128 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-12-gb-128-gb"
"vivo","vivo V60","V Series","12 GB","256 GB",21100,21733,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-12-gb-256-gb"
"vivo","vivo V60","V Series","12 GB","512 GB",26600,27398,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60-12-gb-512-gb"
"vivo","vivo V60e","V Series","6 GB","128 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-6-gb-128-gb"
"vivo","vivo V60e","V Series","6 GB","256 GB",17500,18025,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-6-gb-256-gb"
"vivo","vivo V60e","V Series","6 GB","512 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-6-gb-512-gb"
"vivo","vivo V60e","V Series","8 GB","128 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-8-gb-128-gb"
"vivo","vivo V60e","V Series","8 GB","256 GB",18700,19261,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-8-gb-256-gb"
"vivo","vivo V60e","V Series","8 GB","512 GB",24200,24926,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-8-gb-512-gb"
"vivo","vivo V60e","V Series","12 GB","128 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-12-gb-128-gb"
"vivo","vivo V60e","V Series","12 GB","256 GB",21100,21733,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-12-gb-256-gb"
"vivo","vivo V60e","V Series","12 GB","512 GB",26600,27398,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v60e-12-gb-512-gb"
"vivo","vivo T4","T Series","6 GB","128 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-6-gb-128-gb"
"vivo","vivo T4","T Series","6 GB","256 GB",17500,18025,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-6-gb-256-gb"
"vivo","vivo T4","T Series","6 GB","512 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-6-gb-512-gb"
"vivo","vivo T4","T Series","8 GB","128 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-8-gb-128-gb"
"vivo","vivo T4","T Series","8 GB","256 GB",18700,19261,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-8-gb-256-gb"
"vivo","vivo T4","T Series","8 GB","512 GB",24200,24926,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-8-gb-512-gb"
"vivo","vivo T4","T Series","12 GB","128 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-12-gb-128-gb"
"vivo","vivo T4","T Series","12 GB","256 GB",21100,21733,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-12-gb-256-gb"
"vivo","vivo T4","T Series","12 GB","512 GB",26600,27398,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-12-gb-512-gb"
"vivo","vivo T4x","T Series","6 GB","128 GB",11500,11845,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-6-gb-128-gb"
"vivo","vivo T4x","T Series","6 GB","256 GB",17500,18025,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-6-gb-256-gb"
"vivo","vivo T4x","T Series","6 GB","512 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-6-gb-512-gb"
"vivo","vivo T4x","T Series","8 GB","128 GB",12700,13081,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-8-gb-128-gb"
"vivo","vivo T4x","T Series","8 GB","256 GB",18700,19261,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-8-gb-256-gb"
"vivo","vivo T4x","T Series","8 GB","512 GB",24200,24926,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-8-gb-512-gb"
"vivo","vivo T4x","T Series","12 GB","128 GB",15100,15553,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-12-gb-128-gb"
"vivo","vivo T4x","T Series","12 GB","256 GB",21100,21733,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-12-gb-256-gb"
"vivo","vivo T4x","T Series","12 GB","512 GB",26600,27398,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4x-12-gb-512-gb"
"vivo","vivo T4 Lite","T Series","2 GB","32 GB",10000,10300,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-2-gb-32-gb"
"vivo","vivo T4 Lite","T Series","2 GB","64 GB",10000,10300,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-2-gb-64-gb"
"vivo","vivo T4 Lite","T Series","2 GB","128 GB",4000,4120,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-2-gb-128-gb"
"vivo","vivo T4 Lite","T Series","2 GB","256 GB",10000,10300,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-2-gb-256-gb"
"vivo","vivo T4 Lite","T Series","4 GB","32 GB",11200,11536,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-4-gb-32-gb"
"vivo","vivo T4 Lite","T Series","4 GB","64 GB",11200,11536,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-4-gb-64-gb"
"vivo","vivo T4 Lite","T Series","4 GB","128 GB",5200,5356,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-4-gb-128-gb"
"vivo","vivo T4 Lite","T Series","4 GB","256 GB",11200,11536,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-4-gb-256-gb"
"vivo","vivo T4 Lite","T Series","6 GB","32 GB",12400,12772,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-6-gb-32-gb"
"vivo","vivo T4 Lite","T Series","6 GB","64 GB",12400,12772,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-6-gb-64-gb"
"vivo","vivo T4 Lite","T Series","6 GB","128 GB",6400,6592,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-6-gb-128-gb"
"vivo","vivo T4 Lite","T Series","6 GB","256 GB",12400,12772,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-6-gb-256-gb"
"vivo","vivo T4 Lite","T Series","8 GB","32 GB",13600,14008,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-8-gb-32-gb"
"vivo","vivo T4 Lite","T Series","8 GB","64 GB",13600,14008,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t4-lite-8-gb-64-gb"
